AnswerID,Answer,Question,qid,score,Pergunta_BR,Resposta_BR
ADAM_0003820_Sec4.txt,"The doctor or nurse will examine you. Tests that may be done include:  - Examination of fluid from sore  - Echocardiogram, aortic angiogram, and cardiac catheterization to look at the major blood vessels and the heart  - Spinal tap and examination of spinal fluid  - Blood tests to screen for syphillis bacteria (RPR, VDRL, or TRUST)    If the RPR, VDRL, or TRUST tests are positive, one of the following tests will be needed to confirm the diagnosis:   - FTA-ABS (fluorescent treponemal antibody test)  - MHA-TP  - TP-EIA  - TP-PA)",How to diagnose Syphilis - primary ? (Also called: Primary syphilis; Secondary syphilis; Late syphilis; Tertiary syphilis),4,4-Excellent,Como diagnosticar sífilis primária? (Também chamado de: Sífilis primária; Sífilis secundária; Sífilis tardia; Sífilis terciária),"O médico ou enfermeiro fará um exame físico. Os testes que podem ser realizados incluem: - Exame de fluido da lesão - Ecocardiograma, angiografia aórtica e cateterismo cardíaco para avaliar os grandes vasos sanguíneos e o coração - Punção lombar e exame do líquido cefalorraquidiano - Exames de sangue para rastreio de bactérias da sífilis (RPR, VDRL ou TRUST). Se os testes RPR, VDRL ou TRUST forem positivos, um dos seguintes testes será necessário para confirmar o diagnóstico: - FTA-ABS (teste de anticorpos treponêmicos fluorescentes) - MHA-TP - TP-EIA - TP-PA"
ADAM_0003820_Sec5.txt,"Syphilis can be treated with antibiotics, such as:   - Doxycycline  - Penicillin G benzathine  - Tetracycline (for patients who are allergic to penicillin)    Length of treatment depends on how severe the syphilis is, and factors such as the patient's overall health.  To treat syphilis during pregnancy, penicillin is the drug of choice. Tetracycline cannot be used for treatment because it is dangerous to the unborn baby. Erythromycin may not prevent congenital syphilis in the baby. People who are allergic to penicillin should ideally be desensitized to it, and then treated with penicillin.  Several hours after getting treatment for the early stages of syphilis, people may experience the Jarisch-Herxheimer reaction. This process is caused by an immune reaction to the breakdown products of the infection.  Symptoms and signs of this reaction include:  - Chills  - Fever  - General ill feeling (malaise)  - Headache  - Joint aches  - Muscle aches  - Nausea  - Rash    These symptoms usually disappear within 24 hours.  Follow-up blood tests must be done at 3, 6, 12, and 24 months to ensure that the infection is gone. Avoid sexual contact when the chancre is present. Use condoms until two follow-up tests have shown that the infection has been cured, to reduce the chance of transmitting the infection.  All sexual partners of the person with syphilis should also be treated. Syphilis is extremely contagious in the primary and secondary stages.)",What are the treatments for Syphilis - primary ? (Also called: Primary syphilis; Secondary syphilis; Late syphilis; Tertiary syphilis),4,4-Excellent,Quais são os tratamentos para Sífilis - primária? (Também chamada de: Sífilis primária; Sífilis secundária; Sífilis tardia; Sífilis terciária),"A sífilis pode ser tratada com antibióticos, tais como:
- Doxiciclina
- Penicilina G benzatina
- Tetraciclina (para pacientes alérgicos à penicilina)

A duração do tratamento depende da gravidade da sífilis e de fatores como a saúde geral do paciente. Para tratar a sífilis durante a gravidez, a penicilina é o medicamento de escolha. A tetraciclina não pode ser usada no tratamento porque é perigosa para o feto. A eritromicina pode não prevenir a sífilis congênita no bebê. Pessoas alérgicas à penicilina devem ser idealmente dessensibilizadas e, em seguida, tratadas com penicilina.

Várias horas após o tratamento das fases iniciais da sífilis, as pessoas podem experimentar a reação de Jarisch-Herxheimer. Este processo é causado por uma reação imunológica aos produtos de degradação da infecção. Sintomas e sinais dessa reação incluem:
- Calafrios
- Febre
- Mal-estar geral (mal-estar)
- Dor de cabeça
- Dores articulares
- Dores musculares
- Náuseas
- Erupção cutânea

Estes sintomas geralmente desaparecem em até 24 horas. Exames de sangue de acompanhamento devem ser realizados aos 3, 6, 12 e 24 meses para garantir que a infecção tenha desaparecido. Evite contato sexual quando o cancro estiver presente. Use preservativos até que dois exames de acompanhamento confirmem que a infecção foi curada, para reduzir o risco de transmissão. Todos os parceiros sexuais da pessoa com sífilis também devem ser tratados. A sífilis é extremamente contagiosa nas fases primária e secundária."
ADAM_0003820_Sec9.txt,"If you are sexually active, practice safe sex and always use a condom.  All pregnant women should be screened for syphilis.)",How to prevent Syphilis - primary ? (Also called: Primary syphilis; Secondary syphilis; Late syphilis; Tertiary syphilis),4,4-Excellent,Como prevenir a sífilis primária? (Também chamada de: Sífilis primária; Sífilis secundária; Sífilis tardia; Sífilis terciária),"Se você for sexualmente ativo, pratique sexo seguro e use sempre um preservativo. Todas as gestantes devem ser rastreadas para sífilis."
ADAM_0002332_Sec2.txt,"Injury to the laryngeal nerves is uncommon.  When it does occur, it can be from:  - A complication of neck or chest surgery (especially thyroid, lung, heart surgery, or cervical spine surgery)  - A breathing tube in the windpipe (endotracheal tube)  - A viral infection that affects the nerves  - Tumors in the neck or upper chest, such as thyroid or lung cancer  - Part of a neurological condition)",What causes Laryngeal nerve damage ? (Also called: Vocal cord paralysis),6,4-Excellent,O que causa lesão do nervo laríngeo? (Também chamado de: Paralisia das cordas vocais),"Lesões nos nervos laríngeos são incomuns. Quando ocorrem, podem ser causadas por:
- Uma complicação de cirurgia do pescoço ou do tórax (especialmente cirurgia de tireoide, pulmão, coração ou coluna cervical)
- Um tubo de respiração na traqueia (tubo endotraqueal)
- Uma infecção viral que afeta os nervos
- Tumores no pescoço ou tórax superior, como câncer de tireoide ou de pulmão
- Parte de uma condição neurológica"
ADAM_0001766_Sec2.txt,"GPA mainly affects blood vessels in the nose, sinuses, ears, lungs, and kidneys. Other areas may also be affected in some cases. The disease can be severe and prompt treatment is important.   The exact cause is unknown, but it is an autoimmune disorder.  GPA is most common in middle-aged adults of northern European descent. It is rare in children, but has been seen in infants as young as 3 months old.)",What causes Granulomatosis with polyangiitis ? (Also called: Formerly: Wegener's granulomatosis),9,4-Excellent,O que causa Granulomatose com poliangite? (Também chamado: Anteriormente: Granulomatose de Wegener),"A GPA afeta principalmente os vasos sanguíneos do nariz, seios da face, ouvidos, pulmões e rins. Outras áreas também podem ser afetadas em alguns casos. A doença pode ser grave e o tratamento imediato é importante. A causa exata é desconhecida, mas é um distúrbio autoimune. A GPA é mais comum em adultos de meia-idade de descendência do norte da Europa. É rara em crianças, mas já foi observada em lactentes de tão pouco idade quanto 3 meses."
MPlusHealthTopics_0000855_Sec1.txt,"Strep is short for Streptococcus, a type of bacteria. There are two types: group A and group B.    Group A strep causes       - Strep throat - a sore, red throat, sometimes with white spots on the tonsils    - Scarlet fever - an illness that follows strep throat. It causes a red rash on the body.    - Impetigo - a skin infection    - Toxic shock syndrome    - Cellulitis and necrotizing fasciitis (flesh-eating disease)       Group B strep can cause blood infections, pneumonia and meningitis in newborns. A screening test during pregnancy can tell if you have it. If you do, I.V. antibiotics during labor can save your baby's life. Adults can also get group B strep infections, especially if they are elderly or already have health problems. Strep B can cause urinary tract infections, blood infections, skin infections and pneumonia in adults.    Antibiotics are used to treat strep infections.    NIH: National Institute of Allergy and Infectious Diseases)",What is (are) Streptococcal Infections ? (Also called: Strep),9,4-Excellent,O que são infecções estreptocócicas? (Também chamado de Strep),"Strep é a abreviação de *Streptococcus*, um tipo de bactéria. Existem dois tipos: grupo A e grupo B. O estreptococo do grupo A causa - Faringite estreptocócica - uma garganta dolorida e vermelha, às vezes com manchas brancas nas amígdalas - Escarlatina - uma doença que segue a faringite estreptocócica. Causa uma erupção cutânea vermelha no corpo. - Impetigo - uma infecção na pele. - Síndrome do choque tóxico. - Celulite e fascíite necrotizante (doença que ""come a carne""). O estreptococo do grupo B pode causar infecções sanguíneas, pneumonia e meningite em recém-nascidos. Um teste de rastreamento durante a gravidez pode indicar se você tem. Se tiver, antibióticos intravenosos durante o trabalho de parto podem salvar a vida do seu bebê. Adultos também podem contrair infecções por estreptococo do grupo B, especialmente se forem idosos ou já tiverem problemas de saúde. O Strep B pode causar infecções do trato urinário, infecções sanguíneas, infecções na pele e pneumonia em adultos. Antibióticos são usados para tratar infecções estreptocócicas. (NIH: National Institute of Allergy and Infectious Diseases)"
ADAM_0002492_Sec2.txt,"The retina is at the back of the eye. It changes light and images that enter the eye into nerve signals that are sent to the brain. A part of the retina called the macula makes vision sharper and more detailed.It is a yellow spot in the center of the retina. It is made up of 2 natural colors (pigments) called lutein and zeaxanthin.  AMD is caused by damage to the blood vessels that supply the macula. This change also harms the macula.  There are two types of AMD:  -  Dry AMD occurs when the blood vessels under the macula become thin and brittle. Small yellow deposits, called drusen, form. Almost all people with macular degeneration start with the dry form.  -  Wet AMD occurs in about 10% of people with macular degeneration. New abnormal and very fragile blood vessels grow under the macula. These vessels leak blood and fluid. Thistype of AMDcauses most of the vision loss associated with the condition.   Doctorsare not sure what causes AMD. The condition is rare before age 55. It occurs most inpersons 75 years or older.  Risk factors for AMD are:  - Family history of AMD  - Being White  - Cigarette smoking  - High-fat diet  - Being a woman)",What causes Macular degeneration - age-related ? (Also called: Age-related macular degeneration (ARMD); AMD),11,4-Excellent,O que causa a degeneração macular relacionada à idade? (Também chamada de degeneração macular relacionada à idade (DMRE); DMA),"A retina está na parte de trás do olho. Ela converte a luz e as imagens que entram no olho em sinais nervosos que são enviados ao cérebro. Uma parte da retina chamada mácula torna a visão mais nítida e detalhada. É um ponto amarelo no centro da retina. É composta por 2 cores naturais (pigmentos) chamadas luteína e zeaxantina. A DMRE é causada por danos aos vasos sanguíneos que irrigam a mácula. Essa alteração também prejudica a mácula. Existem dois tipos de DMRE: - A DMRE seca ocorre quando os vasos sanguíneos sob a mácula ficam finos e frágeis. Pequenos depósitos amarelos, chamados drusas, se formam. Quase todas as pessoas com degeneração macular começam com a forma seca. - A DMRE úmida ocorre em cerca de 10% das pessoas com degeneração macular. Novos vasos sanguíneos anormais e muito frágeis crescem sob a mácula. Esses vasos vazam sangue e fluido. Este tipo de DMRE causa a maior parte da perda de visão associada à condição. Os médicos não têm certeza do que causa a DMRE. A condição é rara antes dos 55 anos. Ocorre mais em pessoas com 75 anos ou mais. Os fatores de risco para DMRE são: - Histórico familiar de DMRE - Ser caucasiano - Fumar cigarros - Dieta rica em gordura - Ser mulher"
GHR_0000027_Sec3.txt,"Age-related macular degeneration results from a combination of genetic and environmental factors. Many of these factors have been identified, but some remain unknown.  Researchers have considered changes in many genes as possible risk factors for age-related macular degeneration. The best-studied of these genes are involved in a part of the body's immune response known as the complement system. This system is a group of proteins that work together to destroy foreign invaders (such as bacteria and viruses), trigger inflammation, and remove debris from cells and tissues. Genetic changes in and around several complement system genes, including the CFH gene, contribute to a person's risk of developing age-related macular degeneration. It is unclear how these genetic changes are related to the retinal damage and vision loss characteristic of this condition.  Changes on the long (q) arm of chromosome 10 in a region known as 10q26 are also associated with an increased risk of age-related macular degeneration. The 10q26 region contains two genes of interest, ARMS2 and HTRA1. Changes in both genes have been studied as possible risk factors for the disease. However, because the two genes are so close together, it is difficult to tell which gene is associated with age-related macular degeneration risk, or whether increased risk results from variations in both genes.  Other genes that are associated with age-related macular degeneration include genes involved in transporting and processing high-density lipoprotein (HDL, also known as ""good"" cholesterol) and genes that have been associated with other forms of macular disease.  Researchers have also examined nongenetic factors that contribute to the risk of age-related macular degeneration. Age appears to be the most important risk factor; the chance of developing the condition increases significantly as a person gets older. Smoking is another established risk factor for age-related macular degeneration. Other factors that may increase the risk of this condition include high blood pressure, heart disease, a high-fat diet or one that is low in certain nutrients (such as antioxidants and zinc), obesity, and exposure to ultraviolet (UV) rays from sunlight. However, studies of these factors in age-related macular degeneration have had conflicting results)","What are the genetic changes related to age-related macular degeneration ? (Also called: age-related maculopathy; AMD; ARMD; macular degeneration, age-related)",11,4-Excellent,"Quais são as alterações genéticas relacionadas à degeneração macular relacionada à idade? (Também chamada de: maculopatia relacionada à idade; DMRI; ARMD; degeneração macular, relacionada à idade)","A degeneração macular relacionada à idade resulta de uma combinação de fatores genéticos e ambientais. Muitos desses fatores foram identificados, mas alguns permanecem desconhecidos. Os pesquisadores consideraram alterações em muitos genes como possíveis fatores de risco para a degeneração macular relacionada à idade. Os melhor estudados estão envolvidos em parte da resposta imunológica do corpo conhecida como sistema complemento. Este sistema é um grupo de proteínas que trabalham juntas para destruir invasores estranhos (como bactérias e vírus), desencadear inflamação e remover detritos de células e tecidos. Alterações genéticas e ao redor de vários genes do sistema complemento, incluindo o gene CFH, contribuem para o risco de desenvolver degeneração macular relacionada à idade. Não está claro como essas alterações genéticas se relacionam com o dano retiniano e a perda de visão característicos desta condição. Alterações no braço longo (q) do cromossomo 10, em uma região conhecida como 10q26, também estão associadas a um risco aumentado de degeneração macular relacionada à idade. A região 10q26 contém dois genes de interesse, ARMS2 e HTRA1. Alterações em ambos os genes foram estudadas como possíveis fatores de risco para a doença. No entanto, como os dois genes estão muito próximos, é difícil determinar qual gene está associado ao risco de degeneração macular relacionada à idade, ou se o risco aumentado resulta de variações em ambos os genes. Outros genes associados à degeneração macular incluem genes envolvidos no transporte e processamento de lipoproteína de alta densidade (HDL, também conhecido como colesterol ""bom"") e genes associados a outras formas de doença macular. Os pesquisadores também examinaram fatores não genéticos que contribuem para o risco de degeneração macular. A idade parece ser o fator de risco mais importante; a chance de desenvolver a condição aumenta significativamente com o envelhecimento. Fumar é outro fator de risco estabelecido para a degeneração macular relacionada à idade. Outros fatores que podem aumentar o risco incluem pressão alta, doenças cardíacas, dieta rica em gordura ou pobre em certos nutrientes (como antioxidantes e zinco), obesidade e exposição aos raios ultravioleta (UV) do sol. No entanto, os estudos desses fatores na degeneração macular relacionada à idade tiveram resultados conflitantes."
ADAM_0002054_Sec2.txt,"Hydatidiform mole, or molar pregnancy, results from too much production of the tissue that is supposed to develop into the placenta. The placenta feeds the fetus during pregnancy. With a molar pregnancy, the tissues develop into an abnormal growth, called a mass.  There are 2 types of these masses:  - Partial molar pregnancy. There is an abnormal placenta and some fetal development.  - Complete molar pregnancy. There is an abnormal placenta and no fetus.    Both forms are due to problems during fertilization. The exact cause of fertilization problems is unknown.   There are no known ways to prevent these masses from forming.)",What causes Hydatidiform mole ? (Also called: Hydatid mole; Molar pregnancy),12,4-Excellent,O que causa o molar hidatiforme? (Também chamado de: molar hidatiforme; gravidez molar),"O molar hidatiforme, ou gravidez molar, resulta da superprodução do tecido que deveria se desenvolver em placenta. A placenta nutre o feto durante a gestação. Em uma gravidez molar, os tecidos se desenvolvem em um crescimento anormal, chamado de massa. Existem 2 tipos dessas massas: - Gravidez molar parcial. Há uma placenta anormal e algum desenvolvimento fetal. - Gravidez molar completa. Há uma placenta anormal e nenhum feto. Ambas as formas são devidas a problemas durante a fertilização. A causa exata dos problemas de fertilização é desconhecida. Não há formas conhecidas de prevenir a formação dessas massas."
MPlusDrugs_0000453_Sec1.txt,"Estradiol increases the risk that you will develop endometrial cancer (cancer of the lining of the uterus [womb]). The longer you use estradiol, the greater the risk that you will develop endometrial cancer. If you have not had a hysterectomy (surgery to remove the uterus), you should be given another medication called a progestin to take with transdermal estradiol. This may decrease your risk of developing endometrial cancer but may increase your risk of developing certain other health problems, including breast cancer. Before you begin using transdermal estradiol, tell your doctor if you have or have ever had cancer and if you have unusual vaginal bleeding. Call your doctor immediately if you have abnormal or unusual vaginal bleeding during your treatment with transdermal estradiol. Your doctor will watch you closely to help ensure you do not develop endometrial cancer during or after your treatment.  In a large study, women who took estrogens (a group of medications that includes estradiol) by mouth with progestins had a higher risk of heart attacks, strokes, blood clots in the lungs or legs, breast cancer, and dementia (loss of ability to think, learn, and understand). Women who use transdermal estradiol alone or with progestins may also have a higher risk of developing these conditions. Tell your doctor if you smoke or use tobacco, if you have had a heart attack or a stroke in the past year, and if you or anyone in your family has or has ever had blood clots or breast cancer. Also tell your doctor if you have or have ever had high blood pressure, high blood levels of cholesterol or fats, diabetes, heart disease, lupus ( a condition in which the body attacks its own tissues causing damage and swelling), breast lumps, or an abnormal mammogram (x-ray of the breast used to find breast cancer).  The following symptoms can be signs of the serious health conditions listed above. Call your doctor immediately if you experience any of the following symptoms while you are using transdermal estradiol: sudden, severe headache; sudden, severe vomiting; speech problems; dizziness or faintness; sudden complete or partial loss of vision; double vision; weakness or numbness of an arm or a leg; crushing chest pain or chest heaviness; coughing up blood; sudden shortness of breath; difficulty thinking clearly, remembering, or learning new things; breast lumps or other breast changes; discharge from nipples; or pain, tenderness, or redness in one leg.  You can take steps to decrease the risk that you will develop a serious health problem while you are using transdermal estradiol. Do not use transdermal estradiol alone or with a progestin to prevent heart disease, heart attacks, strokes, or dementia. Use the lowest dose of transdermal estradiol that controls your symptoms and only use transdermal estradiol as long as needed. Talk to your doctor every 3 to 6 months to decide if you should use a lower dose of transdermal estradiol or should stop using the medication.  You should examine your breasts every month and have a mammogram and a breast exam performed by a doctor every year to help detect breast cancer as early as possible. Your doctor will tell you how to properly examine your breasts and whether you should have these exams more often than once a year because of your personal or family medical history.  Tell your doctor if you are having surgery or will be on bedrest. Your doctor may tell you to stop using transdermal estradiol 4 to 6 weeks before the surgery or bedrest to decrease the risk that you will develop blood clots.  Talk to your doctor regularly about the risks and benefits of using transdermal estradiol.)",What important warning or information should I know about Estradiol Transdermal Patch ?,17,4-Excellent,Qual é o aviso ou informação importante que devo saber sobre o Adesivo Transdérmico de Estradiol?,"O estradiol aumenta o risco de desenvolver câncer endometrial (câncer do revestimento do útero). Quanto mais tempo você usar o estradiol, maior será o risco de desenvolver câncer endometrial. Se você não fez histerectomia (cirurgia para remover o útero), você deve receber outro medicamento chamado progestina para tomar junto com o estradiol transdérmico. Isso pode diminuir seu risco de desenvolver câncer endometrial, mas pode aumentar seu risco de desenvolver outros problemas de saúde, incluindo câncer de mama. Antes de começar a usar o estradiol transdérmico, informe ao seu médico se você tem ou já teve câncer e se apresenta sangramento vaginal incomum. Ligue imediatamente para o seu médico se tiver sangramento vaginal anormal ou incomum durante o tratamento com estradiol transdérmico. Seu médico monitorará você de perto para garantir que você não desenvolva câncer endometrial durante ou após o tratamento. Em um grande estudo, mulheres que tomaram estrogênios (um grupo de medicamentos que inclui estradiol) por via oral com progestinas tiveram um risco maior de ataques cardíacos, derrames, coágulos sanguíneos nos pulmões ou nas pernas, câncer de mama e demência (perda da capacidade de pensar, aprender e entender). Mulheres que usam apenas estradiol transdérmico ou com progestinas também podem ter um risco maior de desenvolver essas condições. Informe ao seu médico se você fuma ou usa tabaco, se teve um ataque cardíaco ou derrame no último ano, e se você ou alguém da sua família tem ou já teve coágulos sanguíneos ou câncer de mama. Informe também ao seu médico se você tem ou já teve pressão alta, níveis elevados de colesterol ou gorduras, diabetes, doenças cardíacas, lúpus (uma condição na qual o corpo ataca seus próprios tecidos causando danos e inchaço), nódulos mamários ou uma mamografia anormal. Os seguintes sintomas podem ser sinais de condições de saúde graves listadas acima. Ligue imediatamente para o seu médico se experimentar algum dos seguintes sintomas enquanto estiver usando estradiol transdérmico: dor de cabeça súbita e intensa; vômito súbito e intenso; problemas de fala; tontura ou desmaio; perda súbita total ou parcial da visão; visão dupla; fraqueza ou dormência em um braço ou uma perna; dor ou peso opressor no peito; tosse com sangue; falta de ar súbita; dificuldade em pensar claramente, lembrar ou aprender coisas novas; nódulos mamários ou outras alterações mamárias; secreção nos mamilos; ou dor, sensibilidade ou vermelhidão em uma perna. Você pode tomar medidas para diminuir o risco de desenvolver um problema de saúde grave enquanto estiver usando estradiol transdérmico. Não use estradiol transdérmico sozinho ou com progestina para prevenir doenças cardíacas, ataques cardíacos, derrames ou demência. Use a dose mais baixa de estradiol transdérmico que controle seus sintomas e use o estradiol transdérmico apenas pelo tempo necessário. Converse com seu médico a cada 3 a 6 meses para decidir se você deve usar uma dose mais baixa de estradiol transdérmico ou se deve parar de usar o medicamento. Você deve examinar seus seios todo mês e fazer uma mamografia e um exame mamário anualmente por um médico para ajudar a detectar o câncer de mama o mais cedo possível. Seu médico dirá como examinar seus seios corretamente e se você deve fazer esses exames com mais frequência do que uma vez por ano devido ao seu histórico médico pessoal ou familiar. Informe ao seu médico se você está passando por uma cirurgia ou se ficará acamada. Seu médico pode pedir que você pare de usar estradiol transdérmico de 4 a 6 semanas antes da cirurgia ou do período de repouso para diminuir o risco de desenvolver coágulos sanguíneos. Converse regularmente com seu médico sobre os riscos e benefícios do uso de estradiol transdérmico."
